"2022-07-04 12:36:32 [restartedMain] INFO  c.c.d.DailySharePriceApplication - Starting DailySharePriceApplication using Java 17.0.2 on LAPTOP-JCCV9EDH with PID 20308 (C:\Users\shaki\Documents\CTS_internship_studies\MFPE\final\007-pod2-DailySharePrice\target\classes started by shaki in C:\Users\shaki\Documents\CTS_internship_studies\MFPE\final\007-pod2-DailySharePrice)
""2022-07-04 20:10:11 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6285027a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5e834f3a, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@5bb00dcc, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@57ce8f63, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1d92d132, org.springframework.test.context.support.DirtiesContextTestExecutionListener@59acb725, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2291fb1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@213f2d00, org.springframework.test.context.event.EventPublishingTestExecutionListener@2aaf7354, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1606ecbb, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5c18ad5d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@497ccf3, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@55732ae6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@743167c7, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@6d5a4e59]
""2022-07-04 20:10:11 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.cts.dailyshareprice.service.StockServiceTest], using SpringBootContextLoader
""2022-07-04 20:10:11 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.cts.dailyshareprice.service.StockServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2022-07-04 20:10:11 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.cts.dailyshareprice.service.StockServiceTest]: StockServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
""2022-07-04 20:10:11 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.cts.dailyshareprice.DailySharePriceApplication for test class com.cts.dailyshareprice.service.StockServiceTest
""2022-07-04 20:10:11 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
""2022-07-04 20:10:11 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5304cee, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@68b59e2f, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@685a3c14, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@4c2ad035, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4b7ab262, org.springframework.test.context.support.DirtiesContextTestExecutionListener@f7a19c4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@36f93ea3, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2c48eb31, org.springframework.test.context.event.EventPublishingTestExecutionListener@323fa578, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6d543ec2, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@12a719ed, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@79dd79eb, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@368617cd, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7ae88df1, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@502a9b30]
""2022-07-04 20:10:11 [main] INFO  c.c.d.service.StockServiceTest - Starting StockServiceTest using Java 17.0.2 on LAPTOP-JCCV9EDH with PID 4656 (started by shaki in C:\Users\shaki\Documents\CTS_internship_studies\MFPE\final\007-pod2-DailySharePrice)
""2022-07-04 20:10:11 [main] INFO  c.c.d.service.StockServiceTest - No active profile set, falling back to 1 default profile: "default"
""2022-07-04 20:10:12 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-07-04 20:10:12 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 1 JPA repository interfaces.
""2022-07-04 20:10:12 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=109bdc88-ebfb-360d-be19-7e3371642d53
""2022-07-04 20:10:12 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2022-07-04 20:10:12 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2022-07-04 20:10:12 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-07-04 20:10:12 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-07-04 20:10:12 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-07-04 20:10:12 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-07-04 20:10:12 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-07-04 20:10:12 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:pms'
""2022-07-04 20:10:13 [main] INFO  c.c.d.service.StockServiceTest - Started StockServiceTest in 1.49 seconds (JVM running for 9.84)
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
""2022-07-04 20:10:13 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
"
